run_id,species,ratio,r_ng_bt_production,r_ng_dm,lag_mode,lag_h,initial_condition,initial_ng,initial_bt,extinction_mode,hard_extinction,cycle,cycle_start_ng,cycle_start_bt,cycle_end_ng,cycle_end_bt,next_start_ng,next_start_bt,cycle_map_residual_log10,converged_last_n,final_ng_above_threshold,final_bt_above_threshold,final_survival_class
72,Col,0.021209508879201904,3.180178653084672,0.0674500273800477,off,0.0,ng_low_bt_high,0.001,1.0,hard_extinction,True,20,0.0,0.0019130364855779853,0.0,0.38260729711559627,0.0,0.0019130364855779814,8.881784197001252e-16,True,False,True,bt_only
73,Col,0.021209508879201904,3.180178653084672,0.0674500273800477,off,0.0,ng_low_bt_high,0.001,1.0,no_extinction_control,False,20,3.912207141593626e-08,0.0019130363963446532,5.183206491297208e-06,0.3826072852940731,2.5916032456486042e-08,0.0019130364264703657,0.17884766979804567,False,False,True,bt_only
74,Col,0.021209508879201904,3.180178653084672,0.0674500273800477,off,0.0,ng_high_bt_low,1.0,0.001,hard_extinction,True,20,0.0,0.0019130364855779848,0.0,0.38260729711559627,0.0,0.0019130364855779814,8.881784197001252e-16,True,False,True,bt_only
75,Col,0.021209508879201904,3.180178653084672,0.0674500273800477,off,0.0,ng_high_bt_low,1.0,0.001,no_extinction_control,False,20,6.167632462607837e-08,0.001913036344883994,8.170736495790842e-06,0.38260727847883286,4.085368247895421e-08,0.0019130363923941644,0.17888368755591078,False,False,True,bt_only
76,Col,0.021209508879201904,3.180178653084672,0.0674500273800477,on,5.8,ng_low_bt_high,0.001,1.0,hard_extinction,True,20,0.0,0.0019130364855779853,0.0,0.38260729711559627,0.0,0.0019130364855779814,8.881784197001252e-16,True,False,True,bt_only
77,Col,0.021209508879201904,3.180178653084672,0.0674500273800477,on,5.8,ng_low_bt_high,0.001,1.0,no_extinction_control,False,20,4.4116354047421567e-10,0.0019130364851178594,4.4774717968495766e-08,0.3826072970688974,2.2387358984247882e-10,0.001913036485344487,0.29364447610377375,False,False,True,bt_only
78,Col,0.021209508879201904,3.180178653084672,0.0674500273800477,on,5.8,ng_high_bt_low,1.0,0.001,hard_extinction,True,20,0.0,0.0019130364855779853,0.0,0.38260729711559627,0.0,0.0019130364855779814,8.881784197001252e-16,True,False,True,bt_only
79,Col,0.021209508879201904,3.180178653084672,0.0674500273800477,on,5.8,ng_high_bt_low,1.0,0.001,no_extinction_control,False,20,9.62878743199595e-10,0.0019130364845737127,9.772467774004986e-08,0.3826072970136708,4.886233887002493e-10,0.001913036485068354,0.2941602473680316,False,False,True,bt_only
80,Col,0.023299518105153717,3.180178653084672,0.07409663010516968,off,0.0,ng_low_bt_high,0.001,1.0,hard_extinction,True,20,0.0,0.0019130364855779848,0.0,0.38260729711559627,0.0,0.0019130364855779814,8.881784197001252e-16,True,False,True,bt_only
81,Col,0.023299518105153717,3.180178653084672,0.07409663010516968,off,0.0,ng_low_bt_high,0.001,1.0,no_extinction_control,False,20,5.595378274617138e-08,0.0019130363467723356,7.581427847280372e-06,0.3826072783099936,3.790713923640186e-08,0.001913036391549968,0.16910474674094012,False,False,True,bt_only
82,Col,0.023299518105153717,3.180178653084672,0.07409663010516968,off,0.0,ng_high_bt_low,1.0,0.001,hard_extinction,True,20,0.0,0.0019130364855779792,0.0,0.38260729711559616,0.0,0.0019130364855779807,4.440892098500626e-16,True,False,True,bt_only
83,Col,0.023299518105153717,3.180178653084672,0.07409663010516968,off,0.0,ng_high_bt_low,1.0,0.001,no_extinction_control,False,20,8.650403995319871e-08,0.001913036270951043,1.1719549535049238e-05,0.3826072680422724,5.859774767524619e-08,0.001913036340211362,0.16915307632079646,False,False,True,bt_only
84,Col,0.023299518105153717,3.180178653084672,0.07409663010516968,on,5.8,ng_low_bt_high,0.001,1.0,hard_extinction,True,20,0.0,0.0019130364855779853,0.0,0.38260729711559627,0.0,0.0019130364855779814,8.881784197001252e-16,True,False,True,bt_only
85,Col,0.023299518105153717,3.180178653084672,0.07409663010516968,on,5.8,ng_low_bt_high,0.001,1.0,no_extinction_control,False,20,5.077230395499844e-10,0.0019130364849984894,5.196381206611187e-08,0.3826072970562844,2.5981906033055935e-10,0.001913036485281422,0.29014208091602,False,False,True,bt_only
86,Col,0.023299518105153717,3.180178653084672,0.07409663010516968,on,5.8,ng_high_bt_low,1.0,0.001,hard_extinction,True,20,0.0,0.0019130364855779853,0.0,0.38260729711559627,0.0,0.0019130364855779814,8.881784197001252e-16,True,False,True,bt_only
87,Col,0.023299518105153717,3.180178653084672,0.07409663010516968,on,5.8,ng_high_bt_low,1.0,0.001,no_extinction_control,False,20,1.1023234997041808e-09,0.0019130364843198348,1.1281906886651017e-07,0.38260729698682844,5.640953443325508e-10,0.0019130364849341422,0.2905811390439421,False,False,True,bt_only
88,Col,0.025595479226995357,3.180178653084672,0.0813981966531628,off,0.0,ng_low_bt_high,0.001,1.0,hard_extinction,True,20,0.0,0.001913036485577978,0.0,0.3826072971155961,0.0,0.0019130364855779805,4.440892098500626e-16,True,False,True,bt_only
89,Col,0.025595479226995357,3.180178653084672,0.0813981966531628,off,0.0,ng_low_bt_high,0.001,1.0,no_extinction_control,False,20,8.26087645554499e-08,0.0019130362628930716,1.1471984929127903e-05,0.3826072661951833,5.7359924645639516e-08,0.0019130363309759165,0.15841524094071424,False,False,True,bt_only
90,Col,0.025595479226995357,3.180178653084672,0.0813981966531628,off,0.0,ng_high_bt_low,1.0,0.001,hard_extinction,True,20,0.0,0.0019130364855778576,0.0,0.3826072971155951,0.0,0.0019130364855779755,2.6645352591003757e-14,False,False,True,bt_only
91,Col,0.025595479226995357,3.180178653084672,0.0813981966531628,off,0.0,ng_high_bt_low,1.0,0.001,no_extinction_control,False,20,1.2494469461313797e-07,0.001913036148694544,1.7348561766712535e-05,0.3826072503487997,8.674280883356268e-08,0.0019130362517439986,0.1584828081067018,False,False,True,bt_only
92,Col,0.025595479226995357,3.180178653084672,0.0813981966531628,on,5.8,ng_low_bt_high,0.001,1.0,hard_extinction,True,20,0.0,0.0019130364855779853,0.0,0.38260729711559627,0.0,0.0019130364855779814,8.881784197001252e-16,True,False,True,bt_only
93,Col,0.025595479226995357,3.180178653084672,0.0813981966531628,on,5.8,ng_low_bt_high,0.001,1.0,no_extinction_control,False,20,5.923948728462743e-10,0.0019130364848383378,6.119065074065617e-08,0.38260729703919366,3.0595325370328085e-10,0.0019130364851959684,0.2862715482697027,False,False,True,bt_only
94,Col,0.025595479226995357,3.180178653084672,0.0813981966531628,on,5.8,ng_high_bt_low,1.0,0.001,hard_extinction,True,20,0.0,0.0019130364855779853,0.0,0.38260729711559627,0.0,0.0019130364855779814,8.881784197001252e-16,True,False,True,bt_only
95,Col,0.025595479226995357,3.180178653084672,0.0813981966531628,on,5.8,ng_high_bt_low,1.0,0.001,no_extinction_control,False,20,1.2786435957997137e-09,0.0019130364839815125,1.3207556837399026e-07,0.38260729695068935,6.603778418699513e-10,0.0019130364847534467,0.28663938685341783,False,False,True,bt_only
