species,ratio,lag_mode,extinction_mode,max_endpoint_log10_difference,both_initial_conditions_converged,survival_class_differs,relative_composition_l1
Col,0.054286754393238594,off,no_extinction_control,0.0334871737428708,False,False,3.5353702146365205e-06
Col,0.054286754393238594,on,hard_extinction,0.0,True,False,0.0
Col,0.054286754393238594,on,no_extinction_control,6.662507678711904e-05,True,False,8.021037742784226e-16
Col,0.05963623316594643,off,hard_extinction,0.005685652174848954,False,False,2.900417195945493e-05
Col,0.05963623316594643,off,no_extinction_control,0.005685652174848954,False,False,2.900417195945493e-05
Col,0.05963623316594643,on,hard_extinction,0.0,True,False,0.0
Col,0.05963623316594643,on,no_extinction_control,0.0002211273164576255,True,False,2.6636406132329203e-15
Col,0.0655128556859551,off,hard_extinction,6.557057015177392e-05,True,False,1.8898223923362323e-06
Col,0.0655128556859551,off,no_extinction_control,6.557057015177392e-05,True,False,1.8898223923362323e-06
Col,0.0655128556859551,on,hard_extinction,0.0,True,False,0.0
Col,0.0655128556859551,on,no_extinction_control,0.0008218467835980903,True,False,9.921665734845392e-15
Col,0.07196856730011521,off,hard_extinction,3.1617282325591134e-05,True,False,1.7953965080128031e-06
Col,0.07196856730011521,off,no_extinction_control,3.1617282325591134e-05,True,False,1.7953965080128031e-06
Col,0.07196856730011521,on,hard_extinction,0.0,True,False,0.0
Col,0.07196856730011521,on,no_extinction_control,0.003914764644598279,True,False,4.7332288575844925e-14
Col,0.07906043210907697,off,hard_extinction,3.9022682382761076e-05,True,False,3.306467878987085e-06
Col,0.07906043210907697,off,no_extinction_control,3.9022682382761076e-05,True,False,3.306467878987085e-06
Col,0.07906043210907697,on,hard_extinction,0.0,True,False,0.0
Col,0.07906043210907697,on,no_extinction_control,2.2358130511435093e-06,True,False,2.6911115749192824e-17
Col,0.08685113737513525,off,hard_extinction,2.2091316682626427e-06,True,False,2.483586120927139e-07
Col,0.08685113737513525,off,no_extinction_control,2.2091316682626427e-06,True,False,2.483586120927139e-07
Col,0.08685113737513525,on,hard_extinction,0.0,True,False,0.0
Col,0.08685113737513525,on,no_extinction_control,2.3375563605654293e-05,True,False,2.813817084349564e-16
Col,0.09540954763499938,off,hard_extinction,8.725723410485386e-08,True,False,1.2190834813852192e-08
Col,0.09540954763499938,off,no_extinction_control,8.725723410485386e-08,True,False,1.2190834813852192e-08
Col,0.09540954763499938,on,hard_extinction,2.220446049250313e-16,True,False,0.0
Col,0.09540954763499938,on,no_extinction_control,0.0003038804727140132,True,False,3.6623777727315024e-15
Col,0.10481131341546858,off,hard_extinction,2.2589777926906862e-05,True,False,3.758912724083352e-06
Col,0.10481131341546858,off,no_extinction_control,2.2589777926906862e-05,True,False,3.758912724083352e-06
Col,0.10481131341546858,on,hard_extinction,2.6645352591003757e-15,True,False,0.0
Col,0.10481131341546858,on,no_extinction_control,0.007440032477683545,True,False,9.032453578275176e-14
Col,0.1151395399326447,off,hard_extinction,6.552613419419373e-06,True,False,1.2601272217499515e-06
Col,0.1151395399326447,off,no_extinction_control,6.552613419419373e-06,True,False,1.2601272217499515e-06
Col,0.1151395399326447,on,hard_extinction,0.0,True,False,0.0
Col,0.1151395399326447,on,no_extinction_control,0.0002538795992759191,True,False,3.0596776680356848e-15
Col,0.12648552168552957,off,hard_extinction,9.20948484361972e-07,True,False,2.0013279694586217e-07
Col,0.12648552168552957,off,no_extinction_control,9.20948484361972e-07,True,False,2.0013279694586217e-07
Col,0.12648552168552957,on,hard_extinction,0.0,True,False,0.0
Col,0.12648552168552957,on,no_extinction_control,0.015724003281684773,False,False,2.077548867673067e-13
Col,0.13894954943731375,off,hard_extinction,1.0949536699556006e-07,True,False,2.6423435231515136e-08
Col,0.13894954943731375,off,no_extinction_control,1.0949536699556006e-07,True,False,2.6423435231515136e-08
