species,ratio,lag_mode,extinction_mode,max_endpoint_log10_difference,both_initial_conditions_converged,survival_class_differs,relative_composition_l1
All NG,2.329951810515372,on,no_extinction_control,0.041870719568946,False,False,8.582438223707812e-10
All NG,2.5595479226995357,off,hard_extinction,0.0505318948492528,False,False,0.0001850832555914
All NG,2.5595479226995357,off,no_extinction_control,0.1160914357366813,False,False,0.0001850844019614
All NG,2.5595479226995357,on,hard_extinction,0.0,True,False,0.0
All NG,2.5595479226995357,on,no_extinction_control,0.028896632642219,False,False,5.862992451286206e-10
All NG,2.811768697974228,off,hard_extinction,0.0550539218009382,False,False,0.0002014659312574
All NG,2.811768697974228,off,no_extinction_control,0.1346205583834283,False,False,0.0002014668812752
All NG,2.811768697974228,on,hard_extinction,0.0,True,False,0.0
All NG,2.811768697974228,on,no_extinction_control,0.0147935899403393,False,False,2.969382845098447e-10
All NG,3.0888435964774787,off,hard_extinction,0.058876297770158,False,False,0.00021546132002
All NG,3.0888435964774787,off,no_extinction_control,0.1525506798367608,False,False,0.0002154626899051
All NG,3.0888435964774787,on,hard_extinction,0.0,True,False,0.0
All NG,3.0888435964774787,on,no_extinction_control,1.0405984324890484e-05,False,False,2.067089376630732e-13
All NG,3.3932217718953264,off,hard_extinction,0.0619342764588828,False,False,0.0002269124525513
All NG,3.3932217718953264,off,no_extinction_control,0.169302827018777,False,False,0.0002269143476586
All NG,3.3932217718953264,on,hard_extinction,0.0,True,False,0.0
All NG,3.3932217718953264,on,no_extinction_control,0.0149041752375858,False,False,2.932254976248406e-10
All NG,3.727593720314938,off,hard_extinction,0.0643000706729677,False,False,0.0002361266683743
All NG,3.727593720314938,off,no_extinction_control,0.1846911289833226,False,False,0.0002361290427314
All NG,3.727593720314938,on,hard_extinction,0.0,True,False,0.0
All NG,3.727593720314938,on,no_extinction_control,0.0296872811534463,False,False,5.793942631880033e-10
All NG,4.094915062380423,off,hard_extinction,0.066095148748376,False,False,0.0002435757071624
All NG,4.094915062380423,off,no_extinction_control,0.1987993253082063,False,False,0.0002435785263997
All NG,4.094915062380423,on,hard_extinction,0.0,True,False,0.0
All NG,4.094915062380423,on,no_extinction_control,0.0442278859667748,False,False,8.580433813363956e-10
All NG,4.498432668969444,off,hard_extinction,0.0674378960401727,False,False,0.0002497243240166
All NG,4.498432668969444,off,no_extinction_control,0.2118565420331588,False,False,0.0002497275824144
All NG,4.498432668969444,on,hard_extinction,0.0,True,False,0.0
All NG,4.498432668969444,on,no_extinction_control,0.0585022207303644,False,False,1.1311990458071843e-09
All NG,4.941713361323833,off,hard_extinction,0.0684236836047302,False,False,0.0002549697212023
All NG,4.941713361323833,off,no_extinction_control,0.2241605461429987,False,False,0.0002549734030021
All NG,4.941713361323833,on,hard_extinction,0.0,True,False,0.0
All NG,4.941713361323833,on,no_extinction_control,0.0725241400809739,False,False,1.4022889188861458e-09
All NG,5.428675439323859,off,hard_extinction,0.0691219956301179,False,False,0.0002596374534315
All NG,5.428675439323859,off,no_extinction_control,0.2360439727674652,False,False,0.0002596415525007
All NG,5.428675439323859,on,hard_extinction,0.0,True,False,0.0
All NG,5.428675439323859,on,no_extinction_control,0.0863186150050943,False,False,1.6758928784120875e-09
All NG,5.963623316594643,off,hard_extinction,0.0695797772672968,False,False,0.0002639971124905
All NG,5.963623316594643,off,no_extinction_control,0.2478664233241048,False,False,0.000264001633703
All NG,5.963623316594643,on,hard_extinction,0.0,True,False,0.0
All NG,5.963623316594643,on,no_extinction_control,0.0999148001079142,False,False,1.958027069041417e-09
All NG,6.551285568595502,off,hard_extinction,0.0698259360710302,False,False,0.0002682809848458
All NG,6.551285568595502,off,no_extinction_control,0.2600189993619963,False,False,0.0002682859281355
All NG,6.551285568595502,on,hard_extinction,0.0,True,False,0.0
All NG,6.551285568595502,on,no_extinction_control,0.1133303505644907,False,False,2.2564671038268035e-09
All NG,7.196856730011514,off,hard_extinction,0.0698753283033903,False,False,0.0002727001183055
All NG,7.196856730011514,off,no_extinction_control,0.2729330317163754,False,False,0.0002727053233838
All NG,7.196856730011514,on,hard_extinction,0.0,True,False,0.0
All NG,7.196856730011514,on,no_extinction_control,0.1265744698902278,False,False,2.5816826462517635e-09
All NG,7.906043210907693,off,hard_extinction,0.0697316516891533,False,False,0.000277455524168
All NG,7.906043210907693,off,no_extinction_control,0.2870874452011751,False,False,0.0002774612747137
All NG,7.906043210907693,on,hard_extinction,0.0,True,False,0.0
All NG,7.906043210907693,on,no_extinction_control,0.1395649847559852,False,False,2.946671669243299e-09
All NG,8.68511373751352,off,hard_extinction,0.069391027459237,False,False,0.0002827506512065
All NG,8.68511373751352,off,no_extinction_control,0.3030033678856281,False,False,0.0002827531147706
All NG,8.68511373751352,on,hard_extinction,0.0,True,False,0.0
All NG,8.68511373751352,on,no_extinction_control,0.1523507032335427,False,False,3.3728557779374922e-09
All NG,9.540954763499936,off,hard_extinction,0.0688405402362093,False,False,0.00028878208527
All NG,9.540954763499936,off,no_extinction_control,0.3212480775457322,False,False,0.0002887851952735
All NG,9.540954763499936,on,hard_extinction,0.0,True,False,0.0
All NG,9.540954763499936,on,no_extinction_control,0.1649374197488118,False,False,3.8902887121547175e-09
